nohup: ignoring input
Using device: cuda
Training started
Epoch 0 | Loss: 0.003183 | LR: 0.000050
Epoch 190 | Loss: 0.000022 | LR: 0.000003
Epoch 191 | Loss: 0.000021 | LR: 0.000003
Epoch 192 | Loss: 0.000023 | LR: 0.000003
Epoch 193 | Loss: 0.000022 | LR: 0.000003
Epoch 194 | Loss: 0.000022 | LR: 0.000003
Epoch 195 | Loss: 0.000017 | LR: 0.000003
Epoch 196 | Loss: 0.000018 | LR: 0.000003
Epoch 197 | Loss: 0.000017 | LR: 0.000003
Epoch 198 | Loss: 0.000016 | LR: 0.000003
Epoch 199 | Loss: 0.000018 | LR: 0.000003
Epoch 200 | Loss: 0.000016 | LR: 0.000003
Epoch 201 | Loss: 0.000017 | LR: 0.000003
Epoch 202 | Loss: 0.000017 | LR: 0.000003
Epoch 203 | Loss: 0.000016 | LR: 0.000003
Epoch 204 | Loss: 0.000017 | LR: 0.000003
Epoch 205 | Loss: 0.000015 | LR: 0.000003
Epoch 206 | Loss: 0.000016 | LR: 0.000003
Epoch 207 | Loss: 0.000016 | LR: 0.000003
Epoch 208 | Loss: 0.000015 | LR: 0.000003
Epoch 209 | Loss: 0.000015 | LR: 0.000002
Epoch 210 | Loss: 0.000013 | LR: 0.000002
Epoch 211 | Loss: 0.000013 | LR: 0.000002
Epoch 212 | Loss: 0.000013 | LR: 0.000002
Epoch 213 | Loss: 0.000013 | LR: 0.000002
Epoch 214 | Loss: 0.000013 | LR: 0.000002
Epoch 215 | Loss: 0.000013 | LR: 0.000002
Epoch 216 | Loss: 0.000012 | LR: 0.000002
Epoch 217 | Loss: 0.000012 | LR: 0.000002
Epoch 218 | Loss: 0.000012 | LR: 0.000002
Epoch 219 | Loss: 0.000013 | LR: 0.000002
Epoch 220 | Loss: 0.000012 | LR: 0.000002
Epoch 221 | Loss: 0.000012 | LR: 0.000002
Epoch 222 | Loss: 0.000012 | LR: 0.000002
Epoch 223 | Loss: 0.000012 | LR: 0.000002
Epoch 224 | Loss: 0.000011 | LR: 0.000002
Epoch 225 | Loss: 0.000010 | LR: 0.000002
Epoch 226 | Loss: 0.000010 | LR: 0.000002
Epoch 227 | Loss: 0.000010 | LR: 0.000002
Epoch 228 | Loss: 0.000010 | LR: 0.000002
Epoch 229 | Loss: 0.000010 | LR: 0.000002
Epoch 230 | Loss: 0.000010 | LR: 0.000002
Epoch 231 | Loss: 0.000009 | LR: 0.000002
Epoch 232 | Loss: 0.000009 | LR: 0.000002
Epoch 233 | Loss: 0.000010 | LR: 0.000002
Epoch 234 | Loss: 0.000010 | LR: 0.000002
Epoch 235 | Loss: 0.000009 | LR: 0.000002
Epoch 236 | Loss: 0.000010 | LR: 0.000002
Epoch 237 | Loss: 0.000009 | LR: 0.000002
Epoch 238 | Loss: 0.000009 | LR: 0.000002
Epoch 239 | Loss: 0.000009 | LR: 0.000001
Epoch 240 | Loss: 0.000008 | LR: 0.000001
Epoch 241 | Loss: 0.000008 | LR: 0.000001
Epoch 242 | Loss: 0.000008 | LR: 0.000001
Epoch 243 | Loss: 0.000007 | LR: 0.000001
Epoch 244 | Loss: 0.000008 | LR: 0.000001
Epoch 245 | Loss: 0.000008 | LR: 0.000001
Epoch 246 | Loss: 0.000008 | LR: 0.000001
Epoch 247 | Loss: 0.000008 | LR: 0.000001
Epoch 248 | Loss: 0.000008 | LR: 0.000001
Epoch 249 | Loss: 0.000007 | LR: 0.000001
Epoch 250 | Loss: 0.000007 | LR: 0.000001
Epoch 251 | Loss: 0.000007 | LR: 0.000001
Epoch 252 | Loss: 0.000008 | LR: 0.000001
Epoch 253 | Loss: 0.000007 | LR: 0.000001
Epoch 254 | Loss: 0.000007 | LR: 0.000001
Epoch 255 | Loss: 0.000006 | LR: 0.000001
Epoch 256 | Loss: 0.000007 | LR: 0.000001
Epoch 257 | Loss: 0.000006 | LR: 0.000001
Epoch 258 | Loss: 0.000006 | LR: 0.000001
Epoch 259 | Loss: 0.000006 | LR: 0.000001
Epoch 260 | Loss: 0.000006 | LR: 0.000001
Epoch 261 | Loss: 0.000006 | LR: 0.000001
Epoch 262 | Loss: 0.000006 | LR: 0.000001
Epoch 263 | Loss: 0.000006 | LR: 0.000001
Epoch 264 | Loss: 0.000006 | LR: 0.000001
Epoch 265 | Loss: 0.000006 | LR: 0.000001
Epoch 266 | Loss: 0.000007 | LR: 0.000001
Epoch 267 | Loss: 0.000006 | LR: 0.000001
Epoch 268 | Loss: 0.000006 | LR: 0.000001
Epoch 269 | Loss: 0.000006 | LR: 0.000001
Epoch 270 | Loss: 0.000005 | LR: 0.000001
Epoch 271 | Loss: 0.000006 | LR: 0.000001
Epoch 272 | Loss: 0.000005 | LR: 0.000001
Epoch 273 | Loss: 0.000005 | LR: 0.000001
Epoch 274 | Loss: 0.000005 | LR: 0.000001
Epoch 275 | Loss: 0.000005 | LR: 0.000001
Epoch 276 | Loss: 0.000005 | LR: 0.000001
Epoch 277 | Loss: 0.000005 | LR: 0.000001
Epoch 278 | Loss: 0.000005 | LR: 0.000001
Epoch 279 | Loss: 0.000005 | LR: 0.000001
Epoch 280 | Loss: 0.000005 | LR: 0.000001
Epoch 281 | Loss: 0.000005 | LR: 0.000001
Epoch 282 | Loss: 0.000005 | LR: 0.000001
Epoch 283 | Loss: 0.000005 | LR: 0.000001
Epoch 284 | Loss: 0.000005 | LR: 0.000001
Epoch 285 | Loss: 0.000005 | LR: 0.000001
Epoch 286 | Loss: 0.000004 | LR: 0.000001
Epoch 287 | Loss: 0.000004 | LR: 0.000001
Epoch 288 | Loss: 0.000005 | LR: 0.000001
Epoch 289 | Loss: 0.000005 | LR: 0.000001
Epoch 290 | Loss: 0.000005 | LR: 0.000001
Epoch 291 | Loss: 0.000005 | LR: 0.000001
Epoch 292 | Loss: 0.000005 | LR: 0.000001
Epoch 293 | Loss: 0.000005 | LR: 0.000001
Epoch 294 | Loss: 0.000004 | LR: 0.000001
Epoch 295 | Loss: 0.000005 | LR: 0.000001
Epoch 296 | Loss: 0.000005 | LR: 0.000001
Epoch 297 | Loss: 0.000004 | LR: 0.000001
Epoch 298 | Loss: 0.000005 | LR: 0.000001
Epoch 299 | Loss: 0.000004 | LR: 0.000001
Epoch 300 | Loss: 0.000004 | LR: 0.000001
Training complete in 183m 45s
PSNR: 60.04, RMSE: 0.0020
PSNR vs Original File: 53.68, RMSE: 0.0041
[0m[33m2025-08-24 21:53:56.430 (11047.310s) [    7796D0D2D740]         vtkDataSet.cxx:726   WARN| vtkImageData (0x1e080770): Point array Mean with 1 components, has 3125000 tuples but there are only 0 points[0m
[0m[33m2025-08-24 21:53:56.430 (11047.311s) [    7796D0D2D740]         vtkDataSet.cxx:726   WARN| vtkImageData (0x1e080770): Point array Std with 1 components, has 3125000 tuples but there are only 0 points[0m
