nohup: ignoring input
Using device: cuda
Training started
Epoch 0 | Loss: 0.001558 | LR: 0.000050
Epoch 51 | Loss: 0.000007 | LR: 0.000026
Epoch 52 | Loss: 0.000001 | LR: 0.000026
Epoch 53 | Loss: 0.000002 | LR: 0.000026
Epoch 54 | Loss: 0.000001 | LR: 0.000026
Epoch 55 | Loss: 0.000002 | LR: 0.000026
Epoch 56 | Loss: 0.000002 | LR: 0.000026
Epoch 57 | Loss: 0.000002 | LR: 0.000026
Epoch 58 | Loss: 0.000001 | LR: 0.000026
Epoch 59 | Loss: 0.000002 | LR: 0.000020
Epoch 60 | Loss: 0.000001 | LR: 0.000020
Epoch 61 | Loss: 0.000001 | LR: 0.000020
Epoch 62 | Loss: 0.000001 | LR: 0.000020
Epoch 63 | Loss: 0.000001 | LR: 0.000020
Epoch 64 | Loss: 0.000001 | LR: 0.000020
Epoch 65 | Loss: 0.000001 | LR: 0.000020
Epoch 66 | Loss: 0.000001 | LR: 0.000020
Epoch 67 | Loss: 0.000001 | LR: 0.000020
Epoch 68 | Loss: 0.000001 | LR: 0.000020
Epoch 69 | Loss: 0.000001 | LR: 0.000020
Epoch 70 | Loss: 0.000001 | LR: 0.000020
Epoch 71 | Loss: 0.000007 | LR: 0.000020
Epoch 72 | Loss: 0.000000 | LR: 0.000020
Epoch 73 | Loss: 0.000001 | LR: 0.000020
Epoch 74 | Loss: 0.000001 | LR: 0.000016
Epoch 75 | Loss: 0.000000 | LR: 0.000016
Epoch 76 | Loss: 0.000001 | LR: 0.000016
Epoch 77 | Loss: 0.000001 | LR: 0.000016
Epoch 78 | Loss: 0.000000 | LR: 0.000016
Epoch 79 | Loss: 0.000001 | LR: 0.000016
Epoch 80 | Loss: 0.000001 | LR: 0.000016
Epoch 81 | Loss: 0.000000 | LR: 0.000016
Epoch 82 | Loss: 0.000001 | LR: 0.000016
Epoch 83 | Loss: 0.000000 | LR: 0.000016
Epoch 84 | Loss: 0.000001 | LR: 0.000016
Epoch 85 | Loss: 0.000001 | LR: 0.000016
Epoch 86 | Loss: 0.000000 | LR: 0.000016
Epoch 87 | Loss: 0.000001 | LR: 0.000016
Epoch 88 | Loss: 0.000001 | LR: 0.000016
Epoch 89 | Loss: 0.000001 | LR: 0.000013
Epoch 90 | Loss: 0.000000 | LR: 0.000013
Epoch 91 | Loss: 0.000000 | LR: 0.000013
Epoch 92 | Loss: 0.000000 | LR: 0.000013
Epoch 93 | Loss: 0.000000 | LR: 0.000013
Epoch 94 | Loss: 0.000000 | LR: 0.000013
Epoch 95 | Loss: 0.000000 | LR: 0.000013
Epoch 96 | Loss: 0.000000 | LR: 0.000013
Epoch 97 | Loss: 0.000000 | LR: 0.000013
Epoch 98 | Loss: 0.000000 | LR: 0.000013
Epoch 99 | Loss: 0.000000 | LR: 0.000013
Epoch 100 | Loss: 0.000000 | LR: 0.000013
Epoch 101 | Loss: 0.000000 | LR: 0.000013
Epoch 102 | Loss: 0.000000 | LR: 0.000013
Epoch 103 | Loss: 0.000000 | LR: 0.000013
Epoch 104 | Loss: 0.000000 | LR: 0.000010
Epoch 105 | Loss: 0.000000 | LR: 0.000010
Epoch 106 | Loss: 0.000000 | LR: 0.000010
Epoch 107 | Loss: 0.000000 | LR: 0.000010
Epoch 108 | Loss: 0.000000 | LR: 0.000010
Epoch 109 | Loss: 0.000000 | LR: 0.000010
Epoch 110 | Loss: 0.000000 | LR: 0.000010
Epoch 111 | Loss: 0.000000 | LR: 0.000010
Epoch 112 | Loss: 0.000000 | LR: 0.000010
Epoch 113 | Loss: 0.000000 | LR: 0.000010
Epoch 114 | Loss: 0.000000 | LR: 0.000010
Epoch 115 | Loss: 0.000000 | LR: 0.000010
Epoch 116 | Loss: 0.000000 | LR: 0.000010
Epoch 117 | Loss: 0.000000 | LR: 0.000010
Epoch 118 | Loss: 0.000000 | LR: 0.000010
Epoch 119 | Loss: 0.000000 | LR: 0.000008
Epoch 120 | Loss: 0.000000 | LR: 0.000008
Epoch 121 | Loss: 0.000000 | LR: 0.000008
Epoch 122 | Loss: 0.000000 | LR: 0.000008
Epoch 123 | Loss: 0.000000 | LR: 0.000008
Epoch 124 | Loss: 0.000000 | LR: 0.000008
Epoch 125 | Loss: 0.000000 | LR: 0.000008
Epoch 126 | Loss: 0.000000 | LR: 0.000008
Epoch 127 | Loss: 0.000000 | LR: 0.000008
Epoch 128 | Loss: 0.000000 | LR: 0.000008
Epoch 129 | Loss: 0.000000 | LR: 0.000008
Epoch 130 | Loss: 0.000000 | LR: 0.000008
Epoch 131 | Loss: 0.000000 | LR: 0.000008
Epoch 132 | Loss: 0.000000 | LR: 0.000008
Epoch 133 | Loss: 0.000000 | LR: 0.000008
Epoch 134 | Loss: 0.000000 | LR: 0.000007
Epoch 135 | Loss: 0.000000 | LR: 0.000007
Epoch 136 | Loss: 0.000000 | LR: 0.000007
Epoch 137 | Loss: 0.000000 | LR: 0.000007
Epoch 138 | Loss: 0.000000 | LR: 0.000007
Epoch 139 | Loss: 0.000000 | LR: 0.000007
Epoch 140 | Loss: 0.000000 | LR: 0.000007
Epoch 141 | Loss: 0.000000 | LR: 0.000007
Epoch 142 | Loss: 0.000000 | LR: 0.000007
Epoch 143 | Loss: 0.000000 | LR: 0.000007
Epoch 144 | Loss: 0.000000 | LR: 0.000007
Epoch 145 | Loss: 0.000000 | LR: 0.000007
Epoch 146 | Loss: 0.000000 | LR: 0.000007
Epoch 147 | Loss: 0.000000 | LR: 0.000007
Epoch 148 | Loss: 0.000000 | LR: 0.000007
Epoch 149 | Loss: 0.000000 | LR: 0.000005
Epoch 150 | Loss: 0.000000 | LR: 0.000005
Epoch 151 | Loss: 0.000000 | LR: 0.000005
Epoch 152 | Loss: 0.000000 | LR: 0.000005
Epoch 153 | Loss: 0.000000 | LR: 0.000005
Epoch 154 | Loss: 0.000000 | LR: 0.000005
Epoch 155 | Loss: 0.000000 | LR: 0.000005
Epoch 156 | Loss: 0.000000 | LR: 0.000005
Epoch 157 | Loss: 0.000000 | LR: 0.000005
Epoch 158 | Loss: 0.000000 | LR: 0.000005
Epoch 159 | Loss: 0.000000 | LR: 0.000005
Epoch 160 | Loss: 0.000000 | LR: 0.000005
Epoch 161 | Loss: 0.000000 | LR: 0.000005
Epoch 162 | Loss: 0.000000 | LR: 0.000005
Epoch 163 | Loss: 0.000000 | LR: 0.000005
Epoch 164 | Loss: 0.000000 | LR: 0.000004
Epoch 165 | Loss: 0.000000 | LR: 0.000004
Epoch 166 | Loss: 0.000000 | LR: 0.000004
Epoch 167 | Loss: 0.000000 | LR: 0.000004
Epoch 168 | Loss: 0.000000 | LR: 0.000004
Epoch 169 | Loss: 0.000000 | LR: 0.000004
Epoch 170 | Loss: 0.000000 | LR: 0.000004
Epoch 171 | Loss: 0.000000 | LR: 0.000004
Epoch 172 | Loss: 0.000000 | LR: 0.000004
Epoch 173 | Loss: 0.000000 | LR: 0.000004
Epoch 174 | Loss: 0.000000 | LR: 0.000004
Epoch 175 | Loss: 0.000000 | LR: 0.000004
Epoch 176 | Loss: 0.000000 | LR: 0.000004
Epoch 177 | Loss: 0.000000 | LR: 0.000004
Epoch 178 | Loss: 0.000000 | LR: 0.000004
Epoch 179 | Loss: 0.000000 | LR: 0.000003
Epoch 180 | Loss: 0.000000 | LR: 0.000003
Epoch 181 | Loss: 0.000000 | LR: 0.000003
Epoch 182 | Loss: 0.000000 | LR: 0.000003
Epoch 183 | Loss: 0.000000 | LR: 0.000003
Epoch 184 | Loss: 0.000000 | LR: 0.000003
Epoch 185 | Loss: 0.000000 | LR: 0.000003
Epoch 186 | Loss: 0.000000 | LR: 0.000003
Epoch 187 | Loss: 0.000000 | LR: 0.000003
Epoch 188 | Loss: 0.000000 | LR: 0.000003
Epoch 189 | Loss: 0.000000 | LR: 0.000003
Epoch 190 | Loss: 0.000000 | LR: 0.000003
Epoch 191 | Loss: 0.000000 | LR: 0.000003
Epoch 192 | Loss: 0.000000 | LR: 0.000003
Epoch 193 | Loss: 0.000000 | LR: 0.000003
Epoch 194 | Loss: 0.000000 | LR: 0.000003
Epoch 195 | Loss: 0.000000 | LR: 0.000003
Epoch 196 | Loss: 0.000000 | LR: 0.000003
Epoch 197 | Loss: 0.000000 | LR: 0.000003
Epoch 198 | Loss: 0.000000 | LR: 0.000003
Epoch 199 | Loss: 0.000000 | LR: 0.000003
Epoch 200 | Loss: 0.000000 | LR: 0.000003
Epoch 201 | Loss: 0.000000 | LR: 0.000003
Epoch 202 | Loss: 0.000000 | LR: 0.000003
Epoch 203 | Loss: 0.000000 | LR: 0.000003
Epoch 204 | Loss: 0.000000 | LR: 0.000003
Epoch 205 | Loss: 0.000000 | LR: 0.000003
Epoch 206 | Loss: 0.000000 | LR: 0.000003
Epoch 207 | Loss: 0.000000 | LR: 0.000003
Epoch 208 | Loss: 0.000000 | LR: 0.000003
Epoch 209 | Loss: 0.000000 | LR: 0.000002
Epoch 210 | Loss: 0.000000 | LR: 0.000002
Epoch 211 | Loss: 0.000000 | LR: 0.000002
Epoch 212 | Loss: 0.000000 | LR: 0.000002
Epoch 213 | Loss: 0.000000 | LR: 0.000002
Epoch 214 | Loss: 0.000000 | LR: 0.000002
Epoch 215 | Loss: 0.000000 | LR: 0.000002
Epoch 216 | Loss: 0.000000 | LR: 0.000002
Epoch 217 | Loss: 0.000000 | LR: 0.000002
Epoch 218 | Loss: 0.000000 | LR: 0.000002
Epoch 219 | Loss: 0.000000 | LR: 0.000002
Epoch 220 | Loss: 0.000000 | LR: 0.000002
Epoch 221 | Loss: 0.000000 | LR: 0.000002
Epoch 222 | Loss: 0.000000 | LR: 0.000002
Epoch 223 | Loss: 0.000000 | LR: 0.000002
Epoch 224 | Loss: 0.000000 | LR: 0.000002
Epoch 225 | Loss: 0.000000 | LR: 0.000002
Epoch 226 | Loss: 0.000000 | LR: 0.000002
Epoch 227 | Loss: 0.000000 | LR: 0.000002
Epoch 228 | Loss: 0.000000 | LR: 0.000002
Epoch 229 | Loss: 0.000000 | LR: 0.000002
Epoch 230 | Loss: 0.000000 | LR: 0.000002
Epoch 231 | Loss: 0.000000 | LR: 0.000002
Epoch 232 | Loss: 0.000000 | LR: 0.000002
Epoch 233 | Loss: 0.000000 | LR: 0.000002
Epoch 234 | Loss: 0.000000 | LR: 0.000002
Epoch 235 | Loss: 0.000000 | LR: 0.000002
Epoch 236 | Loss: 0.000000 | LR: 0.000002
Epoch 237 | Loss: 0.000000 | LR: 0.000002
Epoch 238 | Loss: 0.000000 | LR: 0.000002
Epoch 239 | Loss: 0.000000 | LR: 0.000001
Epoch 240 | Loss: 0.000000 | LR: 0.000001
Epoch 241 | Loss: 0.000000 | LR: 0.000001
Epoch 242 | Loss: 0.000000 | LR: 0.000001
Epoch 243 | Loss: 0.000000 | LR: 0.000001
Epoch 244 | Loss: 0.000000 | LR: 0.000001
Epoch 245 | Loss: 0.000000 | LR: 0.000001
Epoch 246 | Loss: 0.000000 | LR: 0.000001
Epoch 247 | Loss: 0.000000 | LR: 0.000001
Epoch 248 | Loss: 0.000000 | LR: 0.000001
Epoch 249 | Loss: 0.000000 | LR: 0.000001
Epoch 250 | Loss: 0.000000 | LR: 0.000001
Epoch 251 | Loss: 0.000000 | LR: 0.000001
Epoch 252 | Loss: 0.000000 | LR: 0.000001
Epoch 253 | Loss: 0.000000 | LR: 0.000001
Epoch 254 | Loss: 0.000000 | LR: 0.000001
Epoch 255 | Loss: 0.000000 | LR: 0.000001
Epoch 256 | Loss: 0.000000 | LR: 0.000001
Epoch 257 | Loss: 0.000000 | LR: 0.000001
Epoch 258 | Loss: 0.000000 | LR: 0.000001
Epoch 259 | Loss: 0.000000 | LR: 0.000001
Epoch 260 | Loss: 0.000000 | LR: 0.000001
Epoch 261 | Loss: 0.000000 | LR: 0.000001
Epoch 262 | Loss: 0.000000 | LR: 0.000001
Epoch 263 | Loss: 0.000000 | LR: 0.000001
Epoch 264 | Loss: 0.000000 | LR: 0.000001
Epoch 265 | Loss: 0.000000 | LR: 0.000001
Epoch 266 | Loss: 0.000000 | LR: 0.000001
Epoch 267 | Loss: 0.000000 | LR: 0.000001
Epoch 268 | Loss: 0.000000 | LR: 0.000001
Epoch 269 | Loss: 0.000000 | LR: 0.000001
Epoch 270 | Loss: 0.000000 | LR: 0.000001
Epoch 271 | Loss: 0.000000 | LR: 0.000001
Epoch 272 | Loss: 0.000000 | LR: 0.000001
Epoch 273 | Loss: 0.000000 | LR: 0.000001
Epoch 274 | Loss: 0.000000 | LR: 0.000001
Epoch 275 | Loss: 0.000000 | LR: 0.000001
Epoch 276 | Loss: 0.000000 | LR: 0.000001
Epoch 277 | Loss: 0.000000 | LR: 0.000001
Epoch 278 | Loss: 0.000000 | LR: 0.000001
Epoch 279 | Loss: 0.000000 | LR: 0.000001
Epoch 280 | Loss: 0.000000 | LR: 0.000001
Epoch 281 | Loss: 0.000000 | LR: 0.000001
Epoch 282 | Loss: 0.000000 | LR: 0.000001
Epoch 283 | Loss: 0.000000 | LR: 0.000001
Epoch 284 | Loss: 0.000000 | LR: 0.000001
Epoch 285 | Loss: 0.000000 | LR: 0.000001
Epoch 286 | Loss: 0.000000 | LR: 0.000001
Epoch 287 | Loss: 0.000000 | LR: 0.000001
Epoch 288 | Loss: 0.000000 | LR: 0.000001
Epoch 289 | Loss: 0.000000 | LR: 0.000001
Epoch 290 | Loss: 0.000000 | LR: 0.000001
Epoch 291 | Loss: 0.000000 | LR: 0.000001
Epoch 292 | Loss: 0.000000 | LR: 0.000001
Epoch 293 | Loss: 0.000000 | LR: 0.000001
Epoch 294 | Loss: 0.000000 | LR: 0.000001
Epoch 295 | Loss: 0.000000 | LR: 0.000001
Epoch 296 | Loss: 0.000000 | LR: 0.000001
Epoch 297 | Loss: 0.000000 | LR: 0.000001
Epoch 298 | Loss: 0.000000 | LR: 0.000001
Epoch 299 | Loss: 0.000000 | LR: 0.000001
Epoch 300 | Loss: 0.000000 | LR: 0.000001
Training complete in 124m 5s
PSNR: 92.82, RMSE: 0.0000
PSNR vs Original File: 54.60, RMSE: 0.0037
Loading combined VTI...
Loading model...
Reconstructing predictions from model...
Computing metrics per variable...
Mean -> PSNR: 55.0668, RMSE: 0.003529
Std -> PSNR: 54.1802, RMSE: 0.003909
Saved VTI -> data/KD_isabteardrop_gaussian.vti
